# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "1" "-t" "gene" "-g" "gene_id" "-a" "/shared/ngs/illumina/henikoff/databases/human/hg19/gencode.v19.annotation.GRCh37.p13.gtf" "-o" "NK_hs_2006_S53.featureCounts.gene.tab" "NK_hs_2006_S53.bam" 
Geneid	Chr	Start	End	Strand	Length	NK_hs_2006_S53.bam
ENSG00000249725.1	chr3	132733848	132755896	-	22049	0
ENSG00000144868.9	chr3	132757235	133116636	+	359402	101
ENSG00000251011.1	chr3	132964950	132976032	-	11083	0
ENSG00000170819.4	chr3	133118839	133194066	+	75228	0
ENSG00000249820.1	chr3	133128799	133129687	+	889	0
ENSG00000249993.1	chr3	133148113	133174620	-	26508	0
ENSG00000214301.4	chr3	133209668	133210349	+	682	0
ENSG00000272832.1	chr3	133261908	133262310	-	403	0
ENSG00000250983.1	chr3	133264915	133265116	-	202	0
ENSG00000201827.1	chr3	133270030	133270159	+	130	0
ENSG00000091527.11	chr3	133292574	133309105	+	16532	385
ENSG00000163781.8	chr3	133317019	133380737	-	63719	544
ENSG00000242337.1	chr3	133380842	133473420	+	92579	10
ENSG00000252641.1	chr3	133383779	133383878	+	100	0
ENSG00000201394.1	chr3	133428920	133429011	-	92	0
ENSG00000091513.10	chr3	133464800	133497850	+	33051	0
ENSG00000244062.1	chr3	133479144	133481207	+	2064	0
ENSG00000144867.7	chr3	133502877	133544616	+	41740	241
ENSG00000154917.6	chr3	133543083	133614680	-	71598	75
ENSG00000221972.2	chr3	133646992	133648656	-	1665	0
ENSG00000174640.8	chr3	133651540	133771028	-	119489	13
ENSG00000243832.1	chr3	133774100	133776492	-	2393	0
ENSG00000163785.8	chr3	133784147	133969689	-	185543	440
ENSG00000231845.3	chr3	133889331	133889929	+	599	0
ENSG00000240006.1	chr3	134032418	134040013	+	7596	0
ENSG00000260633.1	chr3	134066130	134068075	-	1946	2
ENSG00000214289.2	chr3	134070694	134075403	-	4710	0
ENSG00000114019.10	chr3	134074716	134094321	-	19606	4
ENSG00000248377.1	chr3	134104039	134104336	+	298	0
ENSG00000221313.2	chr3	134128886	134128982	-	97	0
ENSG00000214288.4	chr3	134156447	134157053	+	607	0
ENSG00000263554.1	chr3	134156669	134156748	+	80	0
ENSG00000129055.8	chr3	134196548	134205558	-	9011	116
ENSG00000182923.12	chr3	134204585	134293859	+	89275	125
ENSG00000249691.1	chr3	134229373	134230255	-	883	0
ENSG00000154928.12	chr3	134316643	134979309	+	662667	30
ENSG00000174611.7	chr3	134321980	134370478	-	48499	0
ENSG00000253087.1	chr3	134499369	134499469	-	101	0
ENSG00000201413.1	chr3	134502278	134502397	-	120	1
ENSG00000240086.1	chr3	135074909	135158730	-	83822	47
ENSG00000253004.1	chr3	135518536	135518622	-	87	0
ENSG00000242222.1	chr3	135644733	135645009	+	277	0
ENSG00000256425.1	chr3	135656150	135656226	+	77	0
ENSG00000241905.1	chr3	135678117	135678432	-	316	0
ENSG00000073711.6	chr3	135684515	135866733	+	182219	92
ENSG00000227267.3	chr3	135774026	135774606	+	581	0
ENSG00000273455.1	chr3	135806317	135806755	-	439	0
ENSG00000174579.3	chr3	135867764	135916083	-	48320	237
ENSG00000241438.1	chr3	135874391	135874838	+	448	0
ENSG00000244740.1	chr3	135924382	135924757	-	376	0
ENSG00000114054.9	chr3	135969148	136056738	+	87591	283
ENSG00000118007.8	chr3	136055077	136471220	-	416144	694
ENSG00000200571.1	chr3	136148926	136149025	-	100	0
ENSG00000200843.1	chr3	136307051	136307153	+	103	0
ENSG00000244101.1	chr3	136327892	136328444	+	553	0
ENSG00000251708.1	chr3	136351990	136352048	+	59	0
ENSG00000252914.1	chr3	136440236	136440337	-	102	0
ENSG00000240695.1	chr3	136455342	136456071	-	730	0
ENSG00000261758.1	chr3	136471472	136474622	+	3151	4
ENSG00000242968.1	chr3	136527393	136528465	-	1073	0
ENSG00000168917.8	chr3	136537489	136574734	+	37246	355
ENSG00000273486.1	chr3	136556180	136557863	-	1684	22
ENSG00000239213.1	chr3	136560568	136580896	-	20329	124
ENSG00000158092.2	chr3	136581050	136668665	+	87616	186
ENSG00000214283.4	chr3	136617918	136618918	-	1001	0
ENSG00000174564.8	chr3	136665072	136729927	+	64856	32
ENSG00000249407.1	chr3	136677967	136701038	-	23072	2
ENSG00000201325.1	chr3	137236976	137237097	-	122	0
ENSG00000243886.1	chr3	137254414	137254984	-	571	0
ENSG00000242070.1	chr3	137442616	137443385	+	770	0
ENSG00000168875.1	chr3	137483579	137484396	+	818	0
ENSG00000239513.1	chr3	137490791	137499720	+	8930	0
ENSG00000261146.1	chr3	137510815	137515520	+	4706	0
ENSG00000241478.1	chr3	137599137	137601079	+	1943	0
ENSG00000066405.8	chr3	137717577	137752494	+	34918	11
ENSG00000272609.1	chr3	137723491	137723964	-	474	0
ENSG00000158163.10	chr3	137780832	137834660	-	53829	166
ENSG00000240668.1	chr3	137820320	137821759	-	1440	0
ENSG00000118017.3	chr3	137842560	137851229	-	8670	0
ENSG00000138231.8	chr3	137879854	137893791	-	13938	134
ENSG00000114098.13	chr3	137906109	138017231	+	111123	505
ENSG00000181322.9	chr3	137980279	138048728	-	68450	55
ENSG00000158186.8	chr3	138066539	138124375	+	57837	43
ENSG00000158220.9	chr3	138153428	138200528	+	47101	15
ENSG00000114107.4	chr3	138213186	138313380	-	100195	214
ENSG00000158234.8	chr3	138327448	138352218	+	24771	143
ENSG00000174715.7	chr3	138362716	138363536	-	821	2
ENSG00000051382.4	chr3	138372860	138553780	-	180921	350
ENSG00000239207.2	chr3	138496674	138497652	+	979	0
ENSG00000242321.1	chr3	138515693	138516082	+	390	0
ENSG00000241429.1	chr3	138543905	138545171	+	1267	3
ENSG00000242244.1	chr3	138608097	138608799	-	703	0
ENSG00000244578.1	chr3	138654031	138662862	-	8832	0
ENSG00000183770.5	chr3	138663066	138665982	-	2917	0
ENSG00000206262.4	chr3	138666076	138672293	+	6218	7
ENSG00000206260.2	chr3	138722804	138725110	-	2307	0
ENSG00000175110.7	chr3	138724648	139076065	+	351418	165
ENSG00000184814.5	chr3	138737873	138739768	-	1896	0
ENSG00000233701.2	chr3	138760944	138763734	-	2791	0
ENSG00000251137.1	chr3	138800496	138801219	-	724	0
ENSG00000232416.2	chr3	138823027	138844009	+	20983	0
ENSG00000272656.1	chr3	139067866	139068213	-	348	2
ENSG00000184432.5	chr3	139074442	139108574	-	34133	447
ENSG00000252245.1	chr3	139107119	139107206	+	88	0
ENSG00000248932.1	chr3	139108657	139302161	+	193505	62
ENSG00000114113.2	chr3	139171726	139199589	-	27864	0
ENSG00000248790.1	chr3	139185272	139185637	+	366	0
ENSG00000178631.7	chr3	139212651	139213779	+	1129	0
ENSG00000263538.1	chr3	139213460	139213543	+	84	0
ENSG00000114115.5	chr3	139236276	139258671	-	22396	55
ENSG00000163864.10	chr3	139279022	139396859	-	117838	9
ENSG00000214280.3	chr3	139301770	139302435	-	666	0
ENSG00000201600.1	chr3	139302947	139303287	-	341	0
ENSG00000244692.2	chr3	139328513	139328781	-	269	0
ENSG00000261763.1	chr3	139397462	139401406	-	3945	0
ENSG00000250543.1	chr3	139407245	139408184	-	940	0
ENSG00000251471.1	chr3	139556062	139578736	+	22675	1
ENSG00000250161.1	chr3	139563920	139564253	-	334	0
ENSG00000158258.11	chr3	139654027	140296239	+	642213	19
ENSG00000263959.1	chr3	140122262	140122345	+	84	0
ENSG00000249290.1	chr3	140168277	140179193	-	10917	0
ENSG00000251058.1	chr3	140179842	140181667	-	1826	0
ENSG00000216184.1	chr3	140208894	140208986	-	93	0
ENSG00000250433.1	chr3	140224453	140227631	-	3179	0
ENSG00000249305.1	chr3	140338536	140338679	-	144	0
ENSG00000155890.3	chr3	140396881	140419992	+	23112	0
ENSG00000261826.1	chr3	140583917	140586625	-	2709	0
ENSG00000224085.3	chr3	140621036	140621493	+	458	0
ENSG00000114120.7	chr3	140660672	140698775	+	38104	771
ENSG00000248773.1	chr3	140691586	140692097	+	512	0
ENSG00000175093.4	chr3	140770244	140867453	+	97210	39
ENSG00000251270.1	chr3	140833966	140843024	-	9059	0
ENSG00000155893.7	chr3	140947568	141013748	+	66181	92
ENSG00000241400.1	chr3	140977260	140977621	+	362	0
ENSG00000249417.1	chr3	140986195	141085979	-	99785	11
ENSG00000249540.1	chr3	141026454	141026775	-	322	0
ENSG00000177311.6	chr3	141043055	141168634	+	125580	92
ENSG00000215606.4	chr3	141189476	141190744	-	1269	0
ENSG00000155903.7	chr3	141205889	141334184	+	128296	472
ENSG00000250170.1	chr3	141243975	141244963	+	989	0
ENSG00000249986.1	chr3	141319118	141319421	-	304	1
ENSG00000242104.3	chr3	141382041	141439915	+	57875	3
ENSG00000241899.1	chr3	141427858	141428674	-	817	0
ENSG00000241526.1	chr3	141443267	141443368	+	102	5
ENSG00000114125.9	chr3	141457046	141466402	+	9357	269
ENSG00000114124.2	chr3	141496990	141537332	+	40343	1
ENSG00000265391.1	chr3	141506753	141506851	+	99	0
ENSG00000228398.2	chr3	141583849	141584121	-	273	0
ENSG00000069849.6	chr3	141594966	141645356	+	50391	793
ENSG00000200389.1	chr3	141621766	141621872	-	107	0
ENSG00000244124.1	chr3	141637094	141637863	-	770	3
ENSG00000269905.1	chr3	141663270	141666233	-	2964	0
ENSG00000114126.13	chr3	141663277	141868386	-	205110	578
ENSG00000233597.3	chr3	141762465	141763040	-	576	0
ENSG00000206604.1	chr3	141864296	141864397	+	102	0
ENSG00000272565.1	chr3	141876369	141880820	-	4452	105
ENSG00000175066.11	chr3	141882414	141944449	-	62036	343
ENSG00000114127.6	chr3	142025449	142166904	-	141456	482
ENSG00000251804.1	chr3	142126499	142126579	-	81	0
ENSG00000202125.1	chr3	142139047	142139211	-	165	0
ENSG00000255637.1	chr3	142160528	142160604	+	77	0
ENSG00000175054.10	chr3	142168077	142297668	-	129592	487
ENSG00000242479.1	chr3	142168944	142170991	+	2048	0
ENSG00000244327.1	chr3	142184157	142191179	-	7023	0
ENSG00000242390.1	chr3	142299752	142301241	+	1490	0
ENSG00000252745.1	chr3	142310519	142310633	-	115	0
ENSG00000120756.8	chr3	142315229	142432506	+	117278	210
ENSG00000239641.1	chr3	142373626	142375587	-	1962	0
ENSG00000199319.1	chr3	142392439	142392746	+	308	0
ENSG00000144935.10	chr3	142442916	142526730	+	83815	236
ENSG00000251787.1	chr3	142520049	142520110	+	62	0
ENSG00000163710.3	chr3	142534764	142608045	-	73282	117
ENSG00000240950.1	chr3	142545938	142546570	-	633	0
ENSG00000243818.4	chr3	142645517	142661376	+	15860	0
ENSG00000188582.4	chr3	142668006	142682178	-	14173	14
ENSG00000241592.1	chr3	142679214	142679385	+	172	0
ENSG00000241570.4	chr3	142681796	142720401	+	38606	0
ENSG00000163714.13	chr3	142683339	142779567	+	96229	1483
ENSG00000268129.1	chr3	142719749	142720309	-	561	6
ENSG00000243733.1	chr3	142830644	142831201	+	558	0
ENSG00000175040.4	chr3	142838173	142841800	+	3628	15
ENSG00000241679.2	chr3	142842204	142850735	+	8532	0
ENSG00000211483.2	chr3	142884490	142884579	+	90	0
ENSG00000244171.3	chr3	142895127	142897307	+	2181	1
ENSG00000181804.10	chr3	142984064	143567373	-	583310	29
ENSG00000240888.1	chr3	143031909	143033271	-	1363	0
ENSG00000240012.1	chr3	143061088	143065913	+	4826	0
ENSG00000244493.1	chr3	143100180	143101003	+	824	0
ENSG00000243033.2	chr3	143222117	143223115	-	999	0
ENSG00000243759.1	chr3	143235965	143237071	-	1107	0
ENSG00000248374.1	chr3	143339370	143346532	+	7163	0
ENSG00000235110.4	chr3	143574581	143574985	-	405	0
ENSG00000181744.4	chr3	143690640	143767561	+	76922	91
ENSG00000222778.1	chr3	143905747	143905862	-	116	0
ENSG00000244024.1	chr3	145241325	145242202	+	878	0
ENSG00000241695.1	chr3	145402359	145402879	+	521	0
ENSG00000239797.1	chr3	145542044	145542526	-	483	3
ENSG00000244358.1	chr3	145657699	145679323	+	21625	0
ENSG00000240095.1	chr3	145679542	145681410	+	1869	0
ENSG00000261051.1	chr3	145777372	145779466	-	2095	2
ENSG00000243415.2	chr3	145781829	145822991	+	41163	40
ENSG00000232013.1	chr3	145782358	145784156	+	1799	0
ENSG00000240032.1	chr3	145784131	145786972	-	2842	3
ENSG00000152952.7	chr3	145787227	145881440	-	94214	255
ENSG00000114698.10	chr3	145910126	145968966	-	58841	39
ENSG00000243596.1	chr3	146060783	146066267	-	5485	0
ENSG00000241358.1	chr3	146109150	146134390	-	25241	0
ENSG00000163746.7	chr3	146109208	146213778	-	104571	5
ENSG00000188313.8	chr3	146232967	146262651	-	29685	176
ENSG00000199812.1	chr3	146289264	146289370	+	107	0
ENSG00000231213.2	chr3	146294342	146324003	-	29662	0
ENSG00000241457.1	chr3	146307389	146308112	+	724	0
ENSG00000243620.1	chr3	146627472	147088443	-	460972	7
ENSG00000242671.1	chr3	146639710	146643005	+	3296	0
ENSG00000251800.1	chr3	146671746	146671865	-	120	0
ENSG00000207156.1	chr3	146714394	146714500	-	107	0
ENSG00000239412.1	chr3	146994555	146995039	+	485	0
ENSG00000174963.13	chr3	147103833	147124647	-	20815	0
ENSG00000241202.1	chr3	147104754	147105240	+	487	0
ENSG00000152977.5	chr3	147111209	147228080	+	116872	3
ENSG00000240804.1	chr3	147308783	147309622	-	840	0
ENSG00000239661.1	chr3	147561910	147564444	-	2535	0
ENSG00000221431.1	chr3	147629193	147629288	-	96	0
ENSG00000239922.1	chr3	147657791	147724542	+	66752	0
ENSG00000241131.1	chr3	147795946	147805816	+	9871	0
ENSG00000221457.2	chr3	147798620	147798709	-	90	0
ENSG00000241792.1	chr3	147810962	147845020	+	34059	1
ENSG00000244650.2	chr3	147878698	147944393	+	65696	0
ENSG00000205412.5	chr3	147884131	147885085	-	955	0
ENSG00000243347.1	chr3	147913516	147997885	-	84370	0
ENSG00000242440.1	chr3	147998678	148117743	+	119066	1
ENSG00000241993.1	chr3	148413781	148413991	-	211	0
ENSG00000144891.13	chr3	148415571	148460795	+	45225	5
ENSG00000153002.7	chr3	148508889	148577974	+	69086	1
ENSG00000244089.1	chr3	148542569	148543174	-	606	0
ENSG00000240521.1	chr3	148568720	148677899	-	109180	0
ENSG00000163751.3	chr3	148583043	148614983	+	31941	2
ENSG00000241627.2	chr3	148703655	148705455	-	1801	1
ENSG00000163754.13	chr3	148709128	148745419	+	36292	88
ENSG00000071794.11	chr3	148747914	148804341	-	56428	711
ENSG00000239718.1	chr3	148804119	148820610	+	16492	0
ENSG00000201031.1	chr3	148812140	148812249	-	110	0
ENSG00000240511.1	chr3	148817286	148817602	-	317	0
ENSG00000163755.4	chr3	148847371	148891519	+	44149	53
ENSG00000047457.9	chr3	148880197	148939842	-	59646	14
ENSG00000240216.3	chr3	148947143	149009587	-	62445	0
ENSG00000244468.1	chr3	149002569	149051440	+	48872	1
ENSG00000163762.2	chr3	149036285	149052201	-	15917	0
ENSG00000243822.1	chr3	149074956	149075332	-	377	0
ENSG00000169908.6	chr3	149086809	149095652	-	8844	0
ENSG00000240541.2	chr3	149095565	149104370	+	8806	0
ENSG00000243885.1	chr3	149101966	149103587	-	1622	0
ENSG00000240246.1	chr3	149150831	149151061	-	231	0
ENSG00000241929.1	chr3	149179969	149182617	-	2649	0
ENSG00000239408.1	chr3	149182626	149182988	-	363	0
ENSG00000169903.6	chr3	149191761	149221068	+	29308	0
ENSG00000244503.1	chr3	149212447	149213782	+	1336	0
ENSG00000018408.10	chr3	149235022	149454501	-	219480	170
ENSG00000252581.1	chr3	149243418	149243513	+	96	0
ENSG00000241985.1	chr3	149366784	149367971	-	1188	0
ENSG00000241313.2	chr3	149374807	149379151	+	4345	1
ENSG00000114744.4	chr3	149456257	149470286	-	14030	235
ENSG00000206199.5	chr3	149478892	149686172	-	207281	110
ENSG00000251854.1	chr3	149496796	149496895	-	100	0
ENSG00000082996.15	chr3	149530495	149679926	+	149432	383
ENSG00000252172.1	chr3	149635129	149635236	-	108	0
ENSG00000239351.1	chr3	149656784	149657586	-	803	0
ENSG00000070087.9	chr3	149682691	149768575	-	85885	38
ENSG00000268175.1	chr3	149689066	149690535	+	1470	6
ENSG00000242791.2	chr3	149694542	149697142	+	2601	2
ENSG00000224831.2	chr3	149699965	149701095	-	1131	0
ENSG00000182000.9	chr3	149702182	149702584	+	403	0
ENSG00000241947.1	chr3	149717432	149718477	+	1046	0
ENSG00000243944.1	chr3	149757001	149931513	+	174513	8
ENSG00000240477.1	chr3	149768516	149769243	+	728	0
ENSG00000243321.2	chr3	149795281	149797904	-	2624	0
ENSG00000241143.1	chr3	149868325	149868731	+	407	0
ENSG00000241048.1	chr3	149919961	149942977	-	23017	1
ENSG00000244541.1	chr3	149956306	149957996	+	1691	0
ENSG00000243550.2	chr3	149983199	150005160	-	21962	0
ENSG00000196428.8	chr3	150126122	150184218	+	58097	373
ENSG00000120742.6	chr3	150259781	150321015	-	61235	392
ENSG00000144895.7	chr3	150264465	150302029	+	37565	390
ENSG00000198843.8	chr3	150320662	150348222	+	27561	273
ENSG00000271711.1	chr3	150329049	150329664	-	616	0
ENSG00000163645.10	chr3	150377672	150421758	-	44087	5
ENSG00000240137.1	chr3	150421351	150437933	+	16583	30
ENSG00000244668.1	chr3	150437784	150438623	-	840	0
ENSG00000181788.3	chr3	150458914	150481264	-	22351	45
ENSG00000244265.1	chr3	150479724	150480325	+	602	0
ENSG00000239265.1	chr3	150570271	150798513	+	228243	7
ENSG00000214237.5	chr3	150588832	150612089	-	23258	0
ENSG00000260234.1	chr3	150600784	150659530	-	58747	0
ENSG00000243273.1	chr3	150608423	150756605	+	148183	0
ENSG00000244382.1	chr3	150618941	150621181	-	2241	0
ENSG00000222079.1	chr3	150635484	150635582	+	99	0
ENSG00000163646.6	chr3	150643950	150690786	-	46837	0
ENSG00000144893.8	chr3	150803484	151154860	+	351377	424
ENSG00000199994.1	chr3	150905886	150906010	+	125	0
ENSG00000174946.5	chr3	150915619	150920988	-	5370	5
ENSG00000174944.4	chr3	150929905	150996255	-	66351	16
ENSG00000266798.1	chr3	150953732	150953822	+	91	0
ENSG00000239570.1	chr3	150987228	150987917	+	690	0
ENSG00000138271.4	chr3	151011891	151034740	-	22850	0
ENSG00000181631.6	chr3	151044100	151047336	-	3237	0
ENSG00000169313.9	chr3	151055168	151102600	-	47433	16
ENSG00000152580.8	chr3	151143172	151176497	-	33326	29
ENSG00000242810.1	chr3	151193592	151193962	-	371	0
ENSG00000242119.1	chr3	151217427	151217594	+	168	0
ENSG00000264330.1	chr3	151283664	151283783	-	120	0
ENSG00000222833.1	chr3	151352138	151352251	+	114	0
ENSG00000241151.1	chr3	151354962	151375754	+	20793	0
ENSG00000197953.5	chr3	151451704	151479127	+	27424	0
ENSG00000242908.2	chr3	151469231	151645963	-	176733	1
ENSG00000242097.1	chr3	151477535	151479799	-	2265	0
ENSG00000240602.3	chr3	151488216	151502682	+	14467	0
ENSG00000250271.1	chr3	151515272	151526037	+	10766	0
ENSG00000114771.9	chr3	151531825	151546276	+	14452	0
ENSG00000198829.5	chr3	151591431	151602405	+	10975	0
ENSG00000239941.1	chr3	151835962	151869513	-	33552	2
ENSG00000152601.13	chr3	151961617	152183569	+	221953	599
ENSG00000229619.3	chr3	151980405	151987344	-	6940	7
ENSG00000221962.3	chr3	152057484	152058779	-	1296	0
ENSG00000201217.1	chr3	152167061	152167173	+	113	0
ENSG00000243305.1	chr3	152175548	152214602	-	39055	43
ENSG00000244545.1	chr3	152365935	152368236	+	2302	0
ENSG00000242561.1	chr3	152518223	152518521	-	299	0
ENSG00000169860.4	chr3	152552736	152555841	+	3106	20
ENSG00000241732.1	chr3	152557179	152559228	+	2050	50
ENSG00000241810.1	chr3	152785067	152785340	+	274	0
ENSG00000241671.1	chr3	152846863	152847429	-	567	1
ENSG00000244268.1	chr3	152874300	152879564	-	5265	0
ENSG00000181467.2	chr3	152880029	152886265	+	6237	91
ENSG00000265813.1	chr3	152917491	152917806	-	316	0
ENSG00000241220.1	chr3	153074896	153091975	+	17080	0
ENSG00000241912.1	chr3	153094620	153095351	+	732	0
ENSG00000238755.3	chr3	153102723	153697975	-	595253	1
ENSG00000243012.1	chr3	153149645	153161320	+	11676	0
ENSG00000207323.1	chr3	153189255	153189360	-	106	0
ENSG00000237787.2	chr3	153202284	153220486	+	18203	0
ENSG00000200162.1	chr3	153325166	153325268	+	103	0
ENSG00000243486.1	chr3	153599315	153658625	+	59311	5
ENSG00000201398.1	chr3	153725156	153725291	-	136	0
ENSG00000240068.1	chr3	153741624	153742087	+	464	0
ENSG00000243069.3	chr3	153742190	153839121	-	96932	20
ENSG00000114790.8	chr3	153838792	153975616	+	136825	154
ENSG00000174953.9	chr3	153990335	154042286	-	51952	418
ENSG00000271922.1	chr3	154047505	154047608	+	104	0
ENSG00000174948.5	chr3	154055461	154147504	-	92044	0
ENSG00000240048.1	chr3	154069925	154072588	-	2664	0
ENSG00000243861.1	chr3	154229324	154257098	-	27775	0
ENSG00000243154.1	chr3	154369445	154370212	-	768	0
ENSG00000242151.1	chr3	154375083	154375352	+	270	0
ENSG00000240601.1	chr3	154394377	154394908	-	532	0
ENSG00000243969.1	chr3	154544805	154578806	-	34002	0
ENSG00000243953.1	chr3	154687072	154688012	-	941	0
ENSG00000196549.6	chr3	154741913	154901497	+	159585	33
ENSG00000240666.1	chr3	154876530	154901074	-	24545	4
ENSG00000241336.1	chr3	154958734	154960933	+	2200	0
ENSG00000240045.1	chr3	155008018	155011564	-	3547	0
ENSG00000242790.1	chr3	155008977	155011965	+	2989	0
ENSG00000239443.1	chr3	155027216	155027596	-	381	0
ENSG00000114805.12	chr3	155093369	155462856	-	369488	107
ENSG00000248772.1	chr3	155093472	155093579	-	108	0
ENSG00000243518.1	chr3	155119118	155121188	-	2071	0
ENSG00000242152.1	chr3	155149018	155151187	-	2170	0
ENSG00000272096.1	chr3	155155329	155155612	-	284	0
ENSG00000239508.1	chr3	155166973	155175542	+	8570	0
ENSG00000242925.1	chr3	155203592	155204910	+	1319	0
ENSG00000239212.1	chr3	155375549	155376401	+	853	0
ENSG00000214919.2	chr3	155459933	155461515	-	1583	0
ENSG00000241307.1	chr3	155478406	155479006	+	601	0
ENSG00000174928.11	chr3	155480401	155524140	-	43740	64
ENSG00000169359.9	chr3	155538813	155572218	-	33406	173
ENSG00000163655.11	chr3	155588325	155661815	+	73491	374
ENSG00000240489.1	chr3	155705093	155705965	+	873	2
ENSG00000174930.3	chr3	155737435	155755475	+	18041	0
ENSG00000169282.13	chr3	155755490	156256545	+	501056	8
ENSG00000242017.1	chr3	155761944	155762737	-	794	0
ENSG00000242537.1	chr3	155829221	155831987	-	2767	0
ENSG00000227709.4	chr3	155893641	155894700	-	1060	1
ENSG00000240596.1	chr3	155933349	155945672	-	12324	1
ENSG00000242370.1	chr3	156158946	156164694	-	5749	0
ENSG00000272990.1	chr3	156241529	156242036	-	508	1
ENSG00000114850.2	chr3	156257929	156272973	-	15045	265
ENSG00000243926.1	chr3	156389651	156392167	-	2517	5
ENSG00000163659.8	chr3	156391024	156424559	+	33536	50
ENSG00000174912.6	chr3	156431673	156432717	-	1045	0
ENSG00000240875.1	chr3	156465135	156534851	-	69717	26
ENSG00000230457.3	chr3	156527340	156528521	-	1182	0
